연번,상가유형,호선,역명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료,사업진행단계
1,네트워크,1호선,서울(1)역,150-109,12,패션잡화,2023-01-16,2028-05-16,3225582,
2,개별(일반),1호선,시청(1)역,151-101,29.73,패션잡화,2022-08-02,2027-08-02,3166600,
3,개별(일반),1호선,시청(1)역,151-103,57.6,기타,2020-02-01,2025-01-31,1858300,
4,개별(일반),1호선,시청(1)역,151-104,25,플라워,2020-12-31,2026-01-30,2470600,
5,네트워크,1호선,시청(1)역,151-105,25,식음료,2021-06-03,2026-08-02,4145884,
6,개별(일반),1호선,시청(1)역,151-106,14,패션잡화,2017-09-19,2024-11-17,1805400,
7,개별(일반),1호선,시청(1)역,151-107,22,패션잡화,2020-09-18,2025-10-18,2613800,
8,공실,1호선,종각역,152-101,36.85,,,,,2단계. 시설물 점검
9,개별(일반),1호선,종각역,152-104,18.64,플라워,2023-02-09,2028-03-11,3471600,
10,네트워크,1호선,종각역,152-105,29.3,편의점,2022-06-09,2027-08-08,6559320,
11,공실,1호선,종각역,152-106,30.7,,,,,2단계. 시설물 점검
12,개별(일반),1호선,종각역,152-107,11,플라워,2021-10-06,2026-11-05,2450000,
13,개별(일반),1호선,종각역,152-108,12,식음료,2021-08-23,2026-09-22,5680000,
14,공실,1호선,종각역,152-109,42,,,,,2단계. 시설물 점검
15,개별(일반),1호선,종각역,152-110,23.14,패션잡화,2022-08-08,2027-09-07,2310000,
16,임대진행,1호선,종각역,152-112,21.82,,,,,3단계. 감정평가
17,공실,1호선,종각역,152-113,19.14,,,,,2단계. 시설물 점검
18,개별(일반),1호선,종각역,152-114,29.62,의약업,2023-06-19,2028-07-19,7511100,
19,임대진행,1호선,종각역,152-115,29.4,,,,,3단계. 감정평가
20,공실,1호선,종로3가(1)역,153-101,23.4,,,,,2단계. 시설물 점검
21,개별(일반),1호선,종로3가(1)역,153-102,17.6,식음료,2021-08-13,2026-09-12,3550000,
22,네트워크,1호선,종로3가(1)역,153-104,18.05,플라워,2022-10-21,2028-02-18,2261006,
23,개별(일반),1호선,종로3가(1)역,153-106,26,기타,2024-01-29,2029-02-28,5750000,
24,개별(일반),1호선,종로5가역,154-101,25.13,기타,2021-09-03,2026-10-03,5310000,
25,개별(일반),1호선,종로5가역,154-107,16.16,패션잡화,2021-09-02,2026-10-02,4110000,
26,개별(일반),1호선,동대문(1)역,155-101,28.48,패션잡화,2023-06-19,2028-07-19,5240000,
27,개별(일반),1호선,동묘앞(1)역,159-201,17.7,식음료,2020-10-19,2025-11-18,3550000,
28,개별(일반),2호선,을지로입구역,202-102,16.7,기타,2021-08-19,2026-08-19,14500000,
29,개별(일반),2호선,을지로입구역,202-103,17.2,기타,2022-06-07,2027-06-07,15450000,
30,개별(일반),2호선,을지로입구역,202-104,17.2,편의점,2019-10-15,2024-11-13,14993000,
31,개별(일반),2호선,을지로입구역,202-105,16.7,기타,2019-12-12,2025-01-10,14403100,
32,개별(일반),2호선,을지로입구역,202-106,33.9,패션잡화,2021-06-07,2026-07-07,8176600,
33,개별(일반),2호선,을지로입구역,202-108,32.51,식음료,2021-01-04,2026-02-03,12350000,
34,개별(대형),2호선,을지로입구역,202-110,32.2,기타,2023-02-27,2028-05-28,1061604,
35,개별(일반),2호선,을지로입구역,202-111,17.6,편의점,2024-08-27,2029-09-26,8100000,
36,개별(일반),2호선,을지로입구역,202-113,19.47,패션잡화,2023-05-24,2028-06-23,4258300,
37,개별(대형),2호선,을지로입구역,202-114,180,기타,2023-02-27,2028-05-28,44049396,
38,개별(대형),2호선,을지로입구역,202-119,,기타,2023-02-27,2028-05-28,,
39,개별(일반),2호선,을지로입구역,202-115,26.82,식음료,2020-12-21,2026-01-20,5600000,
40,개별(일반),2호선,을지로입구역,202-116,75.95,식음료,2017-11-07,2024-12-06,16177400,
41,네트워크,2호선,을지로입구역,202-117,16,식음료,2021-02-01,2026-06-01,4964659,
42,공실,2호선,을지로입구역,202-118,40,,,,,2단계. 시설물 점검
43,네트워크,2호선,을지로입구역,202-120,19,플라워,2018-11-27,2029-01-25,2269740,
44,임대진행,2호선,을지로입구역,202-M21,76,,,,,3단계. 감정평가
45,개별(일반),2호선,을지로3가(2)역,203-101,16.2,패션잡화,2020-10-14,2025-11-13,823300,
46,개별(일반),2호선,을지로3가(2)역,203-102,16.2,기타,2020-11-02,2025-12-02,603600,
47,임대진행,2호선,을지로3가(2)역,203-107,13.5,,,,,3단계. 감정평가
48,개별(일반),2호선,을지로3가(2)역,203-110,25.6,플라워,2019-04-02,2029-05-01,851100,
49,개별(일반),2호선,을지로3가(2)역,203-112,26,플라워,2019-04-02,2029-05-01,1312300,
50,개별(일반),2호선,을지로3가(2)역,203-114,13,기타,2022-02-21,2027-03-23,905000,
51,개별(일반),2호선,을지로3가(2)역,203-115,18.96,패션잡화,2020-11-26,2026-01-10,450000,
52,개별(일반),2호선,을지로3가(2)역,203-116,27.9,식음료,2022-10-14,2027-11-13,1645000,
53,임대진행,2호선,을지로3가(2)역,203-117,18.19,,,,,3단계. 감정평가
54,개별(일반),2호선,을지로3가(2)역,203-119,25,식음료,2023-06-19,2028-07-19,1710000,
55,개별(일반),2호선,을지로4가(2)역,204-105,22.84,기타,2022-04-01,2027-04-01,1040000,
56,개별(일반),2호선,을지로4가(2)역,204-107,23.2,패션잡화,2022-07-28,2027-07-27,501000,
57,개별(일반),2호선,을지로4가(2)역,204-108,14.9,패션잡화,2021-06-16,2026-07-16,330000,
58,개별(일반),2호선,을지로4가(2)역,204-109,14.9,기타,2023-10-30,2028-11-29,665000,
59,개별(일반),2호선,을지로4가(2)역,204-110,14.9,식음료,2024-08-22,2029-08-21,703000,
60,네트워크,2호선,을지로4가(2)역,204-112,38,식음료,2018-01-08,2025-02-16,2161008,
61,개별(일반),2호선,을지로4가(2)역,204-113,32.8,식음료,2020-11-02,2025-12-02,1466600,
62,개별(일반),2호선,동대문역사문화공원(2)역,205-101,62.2,사무실,2021-04-14,2026-05-14,1452000,
63,네트워크,2호선,동대문역사문화공원(2)역,205-103,31.69,패션잡화,2018-11-16,2029-01-14,6441937,
64,네트워크,2호선,동대문역사문화공원(2)역,205-104,32.5,식음료,2021-02-01,2026-06-01,11100210,
65,개별(일반),2호선,동대문역사문화공원(2)역,205-105,12,식음료,2021-01-04,2026-02-03,4310000,
66,개별(일반),2호선,동대문역사문화공원(2)역,205-106,25.7,편의점,2022-02-21,2027-03-23,7122000,
67,개별(일반),2호선,동대문역사문화공원(2)역,205-107,45.64,패션잡화,2023-02-06,2028-03-08,9310000,
68,네트워크,2호선,동대문역사문화공원(2)역,205-109,19.5,식음료,2022-12-02,2028-04-01,5059793,
69,개별(일반),2호선,신당(2)역,206-101,14.82,식음료,2020-12-21,2026-01-20,1100000,
70,개별(일반),2호선,신당(2)역,206-102,11,기타,2018-11-06,2028-12-05,880000,
71,네트워크,2호선,상왕십리역,207-101,30.6,화장품,2020-12-23,2026-03-23,2666031,
72,개별(일반),2호선,상왕십리역,207-102,37,편의점,2022-04-08,2027-04-08,5610000,
73,개별(일반),2호선,상왕십리역,207-103,30,플라워,2021-03-19,2026-04-18,2516600,
74,개별(일반),2호선,왕십리(2)역,208-105,12.35,패션잡화,2017-09-19,2024-10-18,1131400,
75,개별(일반),2호선,왕십리(2)역,208-106,12.35,패션잡화,2024-02-07,2029-03-08,1301000,
76,개별(일반),2호선,왕십리(2)역,208-107,33.68,식음료,2020-11-26,2026-01-10,1520000,
77,복합,2호선,왕십리(2)역,208-108,24.5,식음료,2022-10-24,2028-02-21,3046700,
78,복합,2호선,왕십리(2)역,208-109,24.5,식음료,2022-10-24,2028-02-21,3080519,
79,복합,2호선,왕십리(2)역,208-110,44.43,기타,2022-10-24,2028-02-21,5438610,
80,복합,2호선,왕십리(2)역,208-111,30.06,기타,2022-10-24,2028-02-21,3779559,
81,복합,2호선,왕십리(2)역,208-112,27.65,패션잡화,2022-10-24,2028-02-21,3321212,
82,개별(일반),2호선,한양대역,209-001,46.8,사무실,2019-05-21,2029-06-19,435600,
83,개별(일반),2호선,한양대역,209-002,13.9,식음료,2020-04-03,2025-05-03,3170000,
84,개별(일반),2호선,한양대역,209-003,18,편의점,2020-08-03,2025-09-02,3400000,
85,개별(일반),2호선,한양대역,209-004,90.1,기타,2017-11-07,2024-12-06,4912200,
86,개별(일반),2호선,한양대역,209-005,20.04,식음료,2024-07-01,2029-07-31,3570000,
87,개별(일반),2호선,뚝섬역,210-004,14.23,패션잡화,2023-05-03,2028-06-02,800000,
88,개별(일반),2호선,뚝섬역,210-005,31.2,패션잡화,2024-02-13,2029-03-14,4440000,
89,개별(일반),2호선,뚝섬역,210-006,13,식음료,2020-11-26,2026-01-10,500000,
90,개별(일반),2호선,뚝섬역,210-007,25.17,식음료,2022-05-09,2027-06-08,1410000,
91,개별(일반),2호선,뚝섬역,210-008,21.99,플라워,2023-03-06,2028-04-05,2259300,
92,네트워크,2호선,성수역,211-002,28.4,화장품,2020-12-23,2026-03-23,4012522,
93,공실,2호선,성수역,211-003,23.5,,,,,2단계. 시설물 점검
94,개별(일반),2호선,성수역,211-006,16.28,플라워,2022-04-11,2027-05-11,3320000,
95,개별(일반),2호선,성수역,211-007,32.76,기타,2022-02-18,2027-03-20,1700000,
96,개별(일반),2호선,성수역,211-010,27,패션잡화,2020-10-30,2025-11-29,2511000,
97,소송상가,2호선,성수역,211-011,22.8,식음료,2018-07-10,2023-08-08,4800000,
98,개별(일반),2호선,성수역,211-012,21.3,식음료,2019-11-26,2024-12-25,2702700,
99,개별(일반),2호선,건대입구(2)역,212-002,69.5,식음료,2019-06-25,2029-07-24,7822200,
100,개별(일반),2호선,건대입구(2)역,212-003,22.8,플라워,2021-10-27,2026-11-26,2978200,
101,네트워크,2호선,건대입구(2)역,212-004,19.5,편의점,2022-12-02,2028-04-01,2827656,
102,개별(일반),2호선,건대입구(2)역,212-006,29.5,패션잡화,2019-12-24,2025-01-22,5011000,
103,네트워크,2호선,건대입구(2)역,212-007,29.68,식음료,2017-12-29,2025-02-06,6271910,
104,개별(일반),2호선,건대입구(2)역,212-010,36,식음료,2021-10-28,2026-11-27,10810000,
105,개별(일반),2호선,건대입구(2)역,212-011,35.6,식음료,2018-12-25,2029-01-23,6429200,
106,개별(일반),2호선,건대입구(2)역,212-012,23.42,플라워,2022-01-13,2027-02-12,5196800,
107,네트워크,2호선,구의역,213-001,23.1,플라워,2022-10-21,2028-02-18,2561360,
108,개별(일반),2호선,구의역,213-003,12.08,식음료,2020-04-01,2025-05-01,1687000,
109,네트워크,2호선,구의역,213-004,50.46,화장품,2020-12-23,2026-03-23,6940535,
110,개별(일반),2호선,구의역,213-006,20,패션잡화,2023-09-11,2028-10-11,2211000,
111,개별(일반),2호선,구의역,213-007,27.57,식음료,2018-12-21,2029-01-19,1035300,
112,네트워크,2호선,강변역,214-001,36.5,화장품,2020-12-23,2026-03-23,8729997,
113,개별(일반),2호선,강변역,214-004,41,편의점,2022-02-14,2027-02-14,14410000,
114,개별(대형),2호선,잠실나루역,215-001,112.3,기타,2019-04-09,2029-05-08,6126100,
115,개별(일반),2호선,잠실나루역,215-002,27.54,의약업,2021-04-12,2026-05-12,4711000,
116,네트워크,2호선,잠실나루역,215-003,48.1,편의점,2022-06-09,2027-08-08,6956940,
117,개별(일반),2호선,잠실나루역,215-004,24.8,기타,2021-04-22,2026-05-22,2660000,
118,개별(일반),2호선,잠실나루역,215-005,25.62,플라워,2020-11-26,2026-01-10,2100000,
119,개별(일반),2호선,잠실나루역,215-006,24,식음료,2021-03-15,2026-04-14,2810000,
120,개별(일반),2호선,잠실나루역,215-007,28.6,패션잡화,2021-06-21,2026-07-21,1230000,
121,개별(대형),2호선,잠실나루역,215-008,102.5,의약업,2018-12-18,2028-12-17,14816100,
122,복합,2호선,잠실(2)역,216-101,15.5,식음료,2023-03-13,2028-08-10,8372000,
123,개별(일반),2호선,잠실(2)역,216-102,21.3,편의점,2021-05-24,2026-06-23,9900000,
124,복합,2호선,잠실(2)역,216-103,31.2,편의점,2023-03-13,2028-08-10,15106000,
125,개별(일반),2호선,잠실(2)역,216-105,20.82,패션잡화,2022-06-09,2027-07-09,2500000,
126,개별(일반),2호선,잠실(2)역,216-107,10.45,기타,2023-05-08,2028-06-07,1993900,
127,개별(일반),2호선,잠실(2)역,216-108,10.45,패션잡화,2022-05-27,2027-06-26,1630500,
128,개별(일반),2호선,잠실(2)역,216-109,20.9,기타,2021-12-13,2027-01-12,3500000,
129,개별(일반),2호선,잠실(2)역,216-111,20.9,식음료,2021-06-01,2026-07-01,3100000,
130,개별(일반),2호선,잠실(2)역,216-113,10.44,식음료,2021-05-28,2026-06-27,1750000,
131,네트워크,2호선,잠실(2)역,216-114,10.38,식음료,2021-06-03,2026-08-02,4106615,
132,복합,2호선,잠실(2)역,216-115,37.73,기타,2023-03-13,2028-08-10,21112000,
133,복합,2호선,잠실(2)역,216-120,124.91,기타,2023-03-13,2028-08-10,70980000,
134,임대진행,2호선,잠실(2)역,216-121,32,,,,,3단계. 감정평가
135,복합,2호선,잠실(2)역,216-122,34,패션잡화,2023-03-13,2028-08-10,19838000,
136,복합,2호선,잠실(2)역,216-123,34,식음료,2023-03-13,2028-08-10,19474000,
137,복합,2호선,잠실(2)역,216-124,36,기타,2023-03-13,2028-08-10,20202000,
138,네트워크,2호선,잠실(2)역,216-125,12,식음료,2021-02-01,2026-06-01,10072227,
139,개별(일반),2호선,잠실(2)역,216-126,14.2,의약업,2021-02-01,2026-03-03,6150000,
140,개별(일반),2호선,잠실(2)역,216-127,14,식음료,2021-06-01,2026-07-01,8030000,
141,복합,2호선,잠실(2)역,216-128,12,식음료,2023-03-13,2028-08-10,6916000,
142,소송상가,2호선,잠실(2)역,216-129,40.1,식음료,2019-09-17,2024-11-15,10636263,
143,공실,2호선,잠실(2)역,216-130,38,,,,,2단계. 시설물 점검
144,네트워크,2호선,잠실새내역,217-101,24.65,편의점,2022-12-02,2028-04-01,4790715,
145,개별(일반),2호선,잠실새내역,217-102,19.44,패션잡화,2022-11-14,2027-12-14,3410000,
146,개별(일반),2호선,잠실새내역,217-103,19.44,의약업,2024-06-07,2029-07-07,2916600,
147,개별(일반),2호선,종합운동장역,218-101,65.37,기타,2023-04-24,2028-05-24,4851600,
148,개별(일반),2호선,종합운동장역,218-102,31.1,편의점,2022-11-10,2027-12-10,2572200,
149,개별(일반),2호선,종합운동장역,218-104,71.8,편의점,2022-03-04,2027-03-04,7392500,
150,개별(일반),2호선,종합운동장역,218-106,25,식음료,2024-03-12,2029-04-11,3000000,
151,네트워크,2호선,종합운동장역,218-107,25,식음료,2018-01-08,2025-02-16,3072420,
152,개별(일반),2호선,종합운동장역,218-108,53.2,식음료,2024-07-01,2029-07-31,6050000,
153,네트워크,2호선,선릉역,220-101,38.03,화장품,2020-12-23,2026-03-23,11892315,
154,개별(일반),2호선,선릉역,220-102,24.34,패션잡화,2021-02-15,2026-03-17,4440000,
155,개별(일반),2호선,선릉역,220-103,19.48,의약업,2020-12-17,2026-01-16,4166600,
156,공실,2호선,선릉역,220-104,20.21,,,,,2단계. 시설물 점검
157,복합,2호선,선릉역,220-105,20,패션잡화,2022-02-24,2027-04-25,6176760,
158,복합,2호선,선릉역,220-106,34.46,패션잡화,2022-02-24,2027-04-25,10125559,
159,복합,2호선,선릉역,220-107,20,패션잡화,2022-02-24,2027-04-25,5876140,
160,복합,2호선,선릉역,220-108,24.1,패션잡화,2022-02-24,2027-04-25,7081430,
161,복합,2호선,선릉역,220-109,18.48,식음료,2022-02-24,2027-04-25,5707568,
162,복합,2호선,선릉역,220-110,19,식음료,2022-02-24,2027-04-25,5582543,
163,네트워크,2호선,선릉역,220-112,13,식음료,2021-02-01,2026-06-01,3758111,
164,네트워크,2호선,선릉역,220-113,18.3,플라워,2022-10-21,2028-02-18,6424161,
165,네트워크,2호선,선릉역,220-115,16,식음료,2018-01-08,2025-02-16,6821212,
166,개별(일반),2호선,선릉역,220-116,12,식음료,2020-12-24,2026-01-23,2600000,
167,개별(일반),2호선,선릉역,220-117,16,패션잡화,2020-03-02,2025-04-01,4530000,
168,복합,2호선,역삼역,221-102,361,의약업,2022-01-24,2027-05-24,12451500,
169,복합,2호선,역삼역,221-127,34.02,의약업,2022-01-24,2027-05-24,5492822,
170,네트워크,2호선,역삼역,221-216,26.4,편의점,2022-12-02,2028-04-01,4879147,
171,공실,2호선,역삼역,221-217,22.5,,,,,2단계. 시설물 점검
172,공실,2호선,역삼역,221-218,52.32,,,,,2단계. 시설물 점검
173,개별(일반),2호선,역삼역,221-219,23.18,의약업,2021-03-12,2026-04-11,4211300,
174,소송상가,2호선,역삼역,221-220,107.5,식음료,2019-09-17,2024-11-15,17245941,
175,네트워크,2호선,역삼역,221-224,21,식음료,2021-02-01,2026-06-01,2343936,
176,개별(일반),2호선,역삼역,221-225,13,식음료,2020-11-05,2025-12-05,3810000,
177,개별(일반),2호선,역삼역,221-226,25.8,식음료,2022-04-11,2027-05-11,8412000,
178,개별(일반),2호선,강남역,222-101,26.55,패션잡화,2021-07-12,2026-08-11,10000800,
179,공실,2호선,강남역,222-102,13.3,,,,,2단계. 시설물 점검
180,개별(일반),2호선,강남역,222-103,26.6,의약업,2023-05-08,2028-06-07,14551200,
181,네트워크,2호선,강남역,222-105,35.5,화장품,2020-12-23,2026-03-23,22234458,
182,소송상가,2호선,강남역,222-108,60.97,식음료,2019-09-17,2024-11-15,29358258,
183,공실,2호선,강남역,222-109,20.3,,,,,2단계. 시설물 점검
184,네트워크,2호선,교대(2)역,223-101,18.6,식음료,2021-02-01,2026-06-01,4338960,
185,개별(일반),2호선,교대(2)역,223-102,56.3,식음료,2021-01-11,2026-02-10,6683300,
186,개별(일반),2호선,교대(2)역,223-103,11,기타,2019-11-20,2024-12-19,621900,
187,개별(일반),2호선,교대(2)역,223-104,18,플라워,2022-09-01,2027-10-01,2063300,
188,공실,2호선,교대(2)역,223-105,29.28,,,,,2단계. 시설물 점검
189,개별(일반),2호선,교대(2)역,223-106,28.05,식음료,2022-06-08,2027-06-08,3360000,
190,개별(일반),2호선,교대(2)역,223-107,15,식음료,2024-07-24,2029-08-23,2508300,
191,개별(일반),2호선,교대(2)역,223-108,15,식음료,2024-02-13,2029-03-14,11515000,
192,임대진행,2호선,서초역,224-101,21.82,,,,,5단계. 입찰공고
193,네트워크,2호선,서초역,224-102,20.6,식음료,2021-06-03,2026-08-02,2896848,
194,개별(일반),2호선,서초역,224-103,32.02,패션잡화,2022-10-14,2027-11-13,2910000,
195,네트워크,2호선,서초역,224-104,32.02,편의점,2022-06-09,2027-08-08,9932040,
196,개별(일반),2호선,서초역,224-106,28.7,의약업,2023-06-19,2028-07-19,3874200,
197,네트워크,2호선,서초역,224-107,16,패션잡화,2021-11-22,2027-01-21,2409452,
198,개별(일반),2호선,서초역,224-108,17.8,식음료,2020-06-22,2025-07-22,2525200,
199,개별(일반),2호선,서초역,224-109,16,식음료,2024-02-13,2029-03-14,2200000,
200,네트워크,2호선,방배역,225-101,27,화장품,2020-12-23,2026-03-23,2722601,
201,개별(일반),2호선,방배역,225-104,19.32,식음료,2023-10-16,2028-11-15,1900000,
202,개별(일반),2호선,방배역,225-105,17.85,플라워,2019-08-23,2024-09-21,1700000,
203,개별(일반),2호선,방배역,225-106,20.43,식음료,2022-01-18,2027-02-17,2503000,
204,개별(일반),2호선,방배역,225-107,19.43,무인프린트,2022-12-22,2028-01-21,1266600,
205,개별(일반),2호선,방배역,225-109,18,기타,2022-06-17,2027-07-17,740000,
206,개별(일반),2호선,사당(2)역,226-101,65.5,패션잡화,2021-06-03,2026-07-03,15833300,
207,네트워크,2호선,사당(2)역,226-102,57.72,화장품,2020-12-23,2026-03-23,26027971,
208,네트워크,2호선,사당(2)역,226-104,20.2,패션잡화,2021-11-22,2027-01-21,5875337,
209,소송상가,2호선,사당(2)역,226-105,137,식음료,2019-09-17,2024-11-15,28555111,
210,개별(일반),2호선,사당(2)역,226-107,11.45,식음료,2024-02-16,2029-03-17,3360000,
211,개별(일반),2호선,사당(2)역,226-108,26.4,식음료,2023-09-11,2028-10-11,15456400,
212,공실,2호선,사당(2)역,226-109,71.83,,,,,2단계. 시설물 점검
213,개별(일반),2호선,사당(2)역,226-110,14.96,식음료,2020-07-31,2025-08-30,5133000,
214,네트워크,2호선,사당(2)역,226-112,23,식음료,2021-02-01,2026-06-01,10679418,
215,개별(일반),2호선,사당(2)역,226-113,22,의약업,2024-02-13,2029-03-14,8151000,
216,개별(일반),2호선,사당(2)역,226-114,25.04,식음료,2019-12-24,2025-01-22,5003800,
217,개별(일반),2호선,사당(2)역,226-115,12.84,플라워,2024-07-15,2029-08-14,5500000,
218,개별(일반),2호선,사당(2)역,226-116,15.3,식음료,2022-06-17,2027-07-17,7070000,
219,공실,2호선,낙성대역,227-101,16.7,,,,,2단계. 시설물 점검
220,개별(일반),2호선,낙성대역,227-102,20.94,패션잡화,2020-08-03,2025-09-02,3210000,
221,개별(일반),2호선,낙성대역,227-103,21.28,패션잡화,2023-07-06,2028-08-05,3135000,
222,개별(일반),2호선,낙성대역,227-104,112.42,기타,2019-11-02,2024-12-31,1010000,
223,네트워크,2호선,서울대입구역,228-101,26.64,화장품,2020-12-23,2026-03-23,5906786,
224,네트워크,2호선,서울대입구역,228-103,14,식음료,2021-02-01,2026-06-01,4484731,
225,네트워크,2호선,서울대입구역,228-105,29.26,식음료,2017-12-29,2025-02-06,9325810,
226,네트워크,2호선,봉천역,229-101,27.81,밀키트,2022-06-20,2027-08-19,3034000,
227,네트워크,2호선,봉천역,229-103,17.61,패션잡화,2018-11-16,2029-01-14,1877048,
228,네트워크,2호선,신림역,230-104,15,식음료,2021-02-01,2026-06-01,6998323,
229,개별(일반),2호선,신림역,230-105,14,패션잡화,2023-03-20,2028-04-19,5115000,
230,개별(일반),2호선,신림역,230-106,16,의약업,2024-05-07,2029-06-06,12100000,
231,개별(일반),2호선,신림역,230-107,8,플라워,2021-06-03,2026-07-03,4550000,
232,개별(일반),2호선,신림역,230-109,13,식음료,2020-12-21,2026-01-20,8520000,
233,네트워크,2호선,신대방역,231-001,27.8,편의점,2022-06-09,2027-08-08,4751700,
234,개별(일반),2호선,신대방역,231-003,24.9,식음료,2023-03-06,2028-04-05,4046100,
235,공실,2호선,신대방역,231-004,240.3,,,,,2단계. 시설물 점검
236,개별(대형),2호선,구로디지털단지역,232-001,103,의약업,2021-01-18,2026-03-18,17010000,
237,개별(일반),2호선,구로디지털단지역,232-002,29,식음료,2022-06-17,2027-07-17,13000900,
238,네트워크,2호선,구로디지털단지역,232-003,10.66,식음료,2017-12-29,2025-02-06,6803490,
239,개별(대형),2호선,구로디지털단지역,232-004,100.8,패션잡화,2020-08-03,2025-09-02,10230000,
240,공실,2호선,대림(2)역,233-002,15.76,,,,,1단계. 사업계획 수립중
241,개별(일반),2호선,대림(2)역,233-004,14.93,패션잡화,2022-06-09,2027-07-09,6250000,
242,개별(일반),2호선,대림(2)역,233-006,14.93,기타,2020-09-11,2025-10-11,11100000,
243,개별(일반),2호선,대림(2)역,233-007,14.93,식음료,2020-07-29,2025-08-28,6510000,
244,개별(일반),2호선,대림(2)역,233-008,19.47,식음료,2020-12-21,2026-01-20,9600000,
245,네트워크,2호선,대림(2)역,233-010,20,편의점,2022-06-09,2027-06-08,6293858,
246,임대진행,2호선,대림(2)역,233-013,15.5,,,,,5단계. 입찰공고
247,개별(일반),2호선,대림(2)역,233-014,14,식음료,2022-04-11,2027-05-11,9132000,
248,개별(일반),2호선,대림(2)역,233-015,33,패션잡화,2019-11-26,2024-12-25,13030000,
249,네트워크,2호선,신도림역,234-104,24.13,화장품,2020-12-23,2026-03-23,6022805,
250,네트워크,2호선,신도림역,234-108,25,편의점,2022-06-09,2027-06-08,13863307,
251,개별(일반),2호선,신도림역,234-109,34.49,식음료,2018-12-28,2029-01-26,8213700,
252,개별(일반),2호선,신도림역,234-110,12,식음료,2021-08-12,2026-09-11,12085000,
253,개별(일반),2호선,신도림역,234-112,44.6,플라워,2021-11-18,2026-12-18,6120000,
254,네트워크,2호선,신도림역,234-113,40.8,플라워,2018-11-27,2029-01-25,5152224,
255,개별(일반),2호선,신도림역,234-114,44.6,식음료,2023-05-08,2028-06-07,6630900,
256,개별(일반),2호선,신도림역,234-115,22.5,의약업,2021-09-03,2026-10-03,3310000,
257,개별(일반),2호선,신도림역,234-116,22.5,식음료,2020-02-24,2025-03-25,3269500,
258,네트워크,2호선,신도림역,234-117,27.4,패션잡화,2018-11-16,2029-01-14,4988166,
259,네트워크,2호선,신도림역,234-118,21.06,편의점,2022-12-02,2028-04-01,3363047,
260,소송상가,2호선,신도림역,234-119,85.5,식음료,2019-09-17,2024-11-15,22737727,
261,네트워크,2호선,문래역,235-101,28.29,화장품,2020-12-23,2026-03-23,2660399,
262,개별(일반),2호선,문래역,235-102,17,식음료,2020-11-26,2025-12-26,4019000,
263,개별(일반),2호선,문래역,235-103,42,식음료,2020-02-24,2025-03-25,3608800,
264,개별(일반),2호선,문래역,235-104,17.83,식음료,2020-11-09,2025-12-09,1180000,
265,공실,2호선,영등포구청(2)역,236-101,22.32,,,,,2단계. 시설물 점검
266,복합,2호선,영등포구청(2)역,236-102,19.88,식음료,2019-07-15,2024-10-23,1263053,
267,복합,2호선,영등포구청(2)역,236-103,26.01,패션잡화,2019-07-15,2024-10-23,6206426,
268,복합,2호선,영등포구청(2)역,236-105,24.14,식음료,2019-07-15,2024-10-23,1533667,
269,복합,2호선,영등포구청(2)역,236-112,28.93,식음료,2019-07-15,2024-10-23,7500864,
270,복합,2호선,영등포구청(2)역,236-113,17.13,식음료,2019-07-15,2024-10-23,4220527,
271,복합,2호선,영등포구청(2)역,236-114,29.07,식음료,2019-07-15,2024-10-23,3125463,
272,공실,2호선,당산역,237-001,34,,,,,2단계. 시설물 점검
273,개별(일반),2호선,당산역,237-002,26.14,식음료,2022-08-08,2027-09-07,8706600,
274,개별(일반),2호선,당산역,237-004,35.64,편의점,2023-07-03,2028-08-02,3641600,
275,개별(일반),2호선,당산역,237-005,25,패션잡화,2024-08-02,2029-09-01,2736600,
276,개별(일반),2호선,당산역,237-007,60.04,식음료,2019-12-10,2025-01-08,5359000,
277,개별(일반),2호선,합정(2)역,238-101,30.74,플라워,2021-11-18,2026-12-18,5851900,
278,개별(일반),2호선,합정(2)역,238-102,31.41,패션잡화,2020-02-24,2025-03-25,6550000,
279,개별(일반),2호선,합정(2)역,238-103,18.47,식음료,2020-11-03,2025-12-03,3710000,
280,개별(일반),2호선,합정(2)역,238-104,17.6,식음료,2022-01-28,2027-02-27,11757000,
281,개별(일반),2호선,합정(2)역,238-105,13.65,의약업,2021-05-27,2026-06-26,4419000,
282,개별(일반),2호선,합정(2)역,238-106,13.16,무인프린트,2022-07-08,2027-08-07,1750000,
283,네트워크,2호선,합정(2)역,238-107,26.59,화장품,2020-12-23,2026-03-23,6781462,
284,개별(일반),2호선,합정(2)역,238-109,13.69,패션잡화,2020-05-27,2025-06-26,3620000,
285,개별(일반),2호선,합정(2)역,238-110,13.69,식음료,2024-08-27,2029-09-26,6200000,
286,개별(일반),2호선,합정(2)역,238-111,38.05,편의점,2022-08-08,2027-09-07,10010000,
287,복합,2호선,합정(2)역,238-112,29.89,식음료,2022-08-29,2027-11-27,5048024,
288,복합,2호선,합정(2)역,238-113,42.23,패션잡화,2022-08-29,2027-11-27,5252036,
289,복합,2호선,합정(2)역,238-115,60.05,패션잡화,2022-08-29,2027-11-27,7682925,
290,복합,2호선,합정(2)역,238-116,42.01,기타,2022-08-29,2027-11-27,5374815,
291,복합,2호선,홍대입구역,239-102,33,식음료,2021-03-22,2026-07-20,9613837,
